id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10595,Condo in Athens · ★4.83 · 3 bedrooms · 5 beds · 2 baths,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98863,23.76527,Entire home/apt,144,1,42,2023-09-10,0.28,7,359,8,00000957568
10990,Rental unit in Athens · ★4.80 · 1 bedroom · 1 bed · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98903,23.76448,Entire home/apt,70,1,66,2023-07-01,0.49,7,74,3,00001070920
10993,Rental unit in Athens · ★4.84 · Studio · 2 beds · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98888,23.76473,Entire home/apt,85,1,92,2023-07-07,0.69,7,52,5,00000957080
10995,Rental unit in Athens · ★4.80 · 1 bedroom · 2 beds · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98903,23.76448,Entire home/apt,60,1,30,2023-06-02,0.19,7,73,1,00000957422
27262,Rental unit in Athens · ★4.81 · 1 bedroom · 1 bed · 1 bath,37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98924,23.765,Entire home/apt,85,1,21,2023-06-02,0.16,7,90,2,00000957579
28186,Loft in Athens · ★4.82 · 1 bedroom · 2 beds · 1 bath,121318,Francis - Fotios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.976334,23.729834,Entire home/apt,99,2,495,2023-09-17,3.59,2,352,13,00001466012
31155,Rental unit in Athens · 1 bedroom · 1 bed · 1 shared bath,133845,Irene,,ΚΕΡΑΜΕΙΚΟΣ,37.97962,23.71589,Private room,39,1,0,,,1,0,0,
33945,Rental unit in Athens · ★4.69 · 2 bedrooms · 2 beds · 1 bath,146553,Katerina,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00673,23.72775,Entire home/apt,30,5,72,2022-01-10,0.46,2,174,0,00000874421
49489,Rental unit in Athens · ★4.69 · 3 bedrooms · 5 beds · 1.5 baths,225612,Stathis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9767,23.73064,Entire home/apt,180,2,136,2023-09-11,0.93,1,329,8,00000876484
60394,Condo in Athens · ★4.97 · 1 bedroom · 3 beds · 1 bath,290864,Mika,,ΣΤΑΔΙΟ,37.96738,23.74038,Entire home/apt,32,6,30,2023-07-30,0.30,1,126,16,01039140005
83097,Home in Athens · ★4.42 · 1 bedroom · 3 beds · 1 bath,452494,Aris,,ΣΤΑΔΙΟ,37.96519,23.74549,Entire home/apt,45,4,21,2015-07-25,0.15,1,0,0,
85539,Rental unit in Athens · 1 bedroom · 4 beds · 1 bath,468541,Xanthippi,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99128,23.72965,Entire home/apt,75,4,0,,,1,0,0,
131133,Rental unit in Athens · ★4.68 · 1 bedroom · 5 beds · 1.5 baths,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00172,23.74866,Entire home/apt,63,2,45,2023-07-14,0.33,6,5,5,00000173007
133835,Rental unit in Athens · ★4.58 · 1 bedroom · 1 bed · 1 bath,656936,Elena,,ΚΟΛΩΝΑΚΙ,37.97794,23.74371,Entire home/apt,55,3,21,2023-08-29,0.14,1,205,8,00001227000
133906,Rental unit in Athens · ★4.83 · 2 bedrooms · 7 beds · 1 bath,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00172,23.74866,Entire home/apt,77,2,62,2023-07-06,0.42,6,81,5,00000172988
138386,Rental unit in Athens · ★4.95 · 2 bedrooms · 2 beds · 1 bath,675611,Yavor,,ΠΑΓΚΡΑΤΙ,37.96783,23.7497,Entire home/apt,59,3,59,2020-01-20,0.41,1,0,0,00000208960
154243,Rental unit in Athens · ★4.70 · 1 bedroom · 1 bed · 1 bath,741851,Yagos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98574,23.73323,Entire home/apt,60,2,193,2023-09-04,1.30,1,348,9,00000532953
155654,Rental unit in Athina · ★4.77 · 1 bedroom · 1 bed · 1 bath,712602,Nikos,,ΑΚΡΟΠΟΛΗ,37.96828,23.72906,Entire home/apt,70,2,61,2023-09-09,0.54,2,82,20,00000429243
167416,Rental unit in Athens · 2 bedrooms · 4 beds · 1.5 baths,797823,George,,ΠΑΤΗΣΙΑ,38.00876,23.73967,Entire home/apt,74,14,0,,,1,0,0,
185936,Rental unit in Athens · 1 bedroom · 1 bed · 1 bath,885156,E,,ΓΚΑΖΙ,37.97858,23.70967,Private room,30,7,0,,,1,0,0,
240960,Condo in Athens · ★4.87 · 1 bedroom · 2 beds · 1 bath,1264236,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97939,23.72528,Entire home/apt,116,3,85,2023-07-13,0.64,1,139,8,Exempt
724485,Rental unit in Athens · ★4.80 · 1 bedroom · 1 bed · 1 bath,3745284,Elpidoforos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98985,23.73779,Entire home/apt,35,3,514,2023-09-11,3.87,2,152,26,00000564690
251361,Rental unit in Galatsi · 1 bedroom · 1 bed · 1 bath,592616,Andreas,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01873,23.74465,Entire home/apt,140,5,1,2013-05-23,0.01,1,0,0,
270611,Rental unit in Athens · ★4.64 · 2 bedrooms · 8 beds · 1 bath,1416651,Paul,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98586,23.72432,Entire home/apt,50,3,47,2023-06-25,0.35,1,364,1,00000040022
726412,Rental unit in Athina · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,2534881,Haris,,ΠΕΤΡΑΛΩΝΑ,37.97313,23.715,Private room,50,60,4,2017-02-20,0.03,2,83,0,7608173
270954,Rental unit in Athens · ★4.73 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,92,2,24,2021-10-17,0.18,50,294,0,00001814535
727374,Rental unit in Athens · ★4.83 · 2 bedrooms · 2 beds · 1 bath,3756353,Thelma,,ΝΙΡΒΑΝΑ,38.01501,23.72582,Entire home/apt,31,3,543,2023-09-13,4.10,2,254,52,00000241782
270973,Rental unit in Athens · ★5.0 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,98,2,26,2023-09-07,0.24,50,284,6,00001814520
306234,Rental unit in Athens · ★4.99 · 1 bedroom · 1 bed · 1 bath,1574876,Agis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97851,23.72479,Entire home/apt,407,2,619,2023-09-15,4.66,3,0,68,00001465616
752058,Rental unit in Athens · ★4.63 · 1 bedroom · 1 bed · 1 bath,3954884,Τimmi,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00398,23.7319,Entire home/apt,48,4,180,2023-05-28,1.42,1,181,4,00000254678
308157,Rental unit in Athens · Studio · 1 bed · 1 bath,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98729,23.74311,Entire home/apt,65,5,2,2016-04-05,0.02,18,82,0,00001218523
767272,Home in Athens · 2 bedrooms · 1 bed · 3.5 baths,964919,Rebecca Anatolie,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98447,23.72112,Entire home/apt,350,3,2,2017-06-09,0.02,1,365,0,00001624715
780733,Home in Athens · 3 bedrooms · 1 bed · 3 baths,314308,Nora,,ΚΟΛΩΝΑΚΙ,37.9793,23.73782,Entire home/apt,300,2,0,,,1,365,0,
350321,Rental unit in Athens · ★4.63 · 2 bedrooms · 3 beds · 1 bath,1775281,Christina,,ΠΑΓΚΡΑΤΙ,37.96478,23.74541,Entire home/apt,46,2,264,2020-09-24,1.92,1,317,0,00000505715
361393,Rental unit in Athens · ★4.69 · 2 bedrooms · 4 beds · 1 bath,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97774,23.73,Entire home/apt,94,1,217,2023-07-23,1.57,5,259,6,00800835933
783955,Rental unit in Athens · 2 bedrooms · 1 bed · 2 baths,4134047,Theo,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98857,23.73404,Entire home/apt,70,3,0,,,1,333,0,
401423,Rental unit in Athens · ★4.91 · 1 bedroom · 1 bed · 1 bath,745805,Ralou,,ΑΚΡΟΠΟΛΗ,37.96826,23.72777,Entire home/apt,90,2,519,2023-09-09,3.76,1,304,43,00000492384
784414,Rental unit in Athens · 2 bedrooms · 7 beds · 1.5 baths,4136310,Maria-Louisa,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9986,23.72828,Entire home/apt,37,1,2,2023-07-03,0.02,1,365,1,00000112393
800755,Rental unit in Athens · ★4.95 · 1 bedroom · 1 bed · 1 bath,121318,Francis - Fotios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97835,23.72368,Entire home/apt,368,2,388,2023-09-13,3.02,2,318,67,00001466060
408907,Rental unit in Athens · ★4.88 · 1 bedroom · 1 bed · 1 bath,2035514,Ranina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98395,23.72165,Entire home/apt,65,2,174,2022-09-18,1.26,1,228,0,00000040427
807239,Rental unit in Kentrikos Tomeas Athinon · ★4.75 · 1 bedroom · 1 bed · 1 bath,4248171,Natasha,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02081,23.74098,Entire home/apt,30,3,5,2019-06-03,0.05,1,356,0,
469140,Rental unit in Athens · ★4.74 · 1 bedroom · 2 beds · 1 bath,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97665,23.7185,Entire home/apt,154,1,78,2023-08-25,0.57,9,312,9,00000546911
470219,Rental unit in Athens · ★4.89 · 1 bedroom · 2 beds · 1 bath,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97525,23.71957,Entire home/apt,99,1,19,2023-08-18,0.15,9,338,3,00001176980
809874,Rental unit in Athens · ★4.96 · 1 bedroom · 2 beds · 1 bath,4259738,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96215,23.72179,Entire home/apt,109,4,92,2023-08-31,0.72,1,237,11,00001240742
474719,Rental unit in Athens · ★4.76 · 1 bedroom · 2 beds · 1 bath,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97952,23.72999,Entire home/apt,50,1,253,2022-10-19,1.89,5,0,2,00800835933
478626,Bed and breakfast in Athens · 1 bedroom · 1 bed · 1 bath,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97843,23.72564,Entire home/apt,120,1,1,2015-06-12,0.01,9,0,0,0206K24000344201
484852,Rental unit in Athens · ★4.87 · 1 bedroom · 2 beds · 1 bath,408081,Dimitrios,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99534,23.74058,Entire home/apt,35,7,56,2023-09-08,0.41,1,316,1,00000454145
878526,Rental unit in Athens · ★4.78 · 2 bedrooms · 2 beds · 1 bath,4544938,Nikolaos,,ΙΛΙΣΙΑ,37.97868,23.75424,Entire home/apt,94,3,33,2023-09-03,0.30,1,354,8,00001580366
484925,Home in Athens · ★4.92 · 2 bedrooms · 3 beds · 1 bath,2371962,Rania,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97291,23.72739,Entire home/apt,210,2,356,2023-08-28,2.59,2,299,56,00000223898
886724,Rental unit in Athens · ★4.61 · 1 bedroom · 1 bed · 1 bath,4700824,Athina,,ΚΥΨΕΛΗ,37.99745,23.73973,Entire home/apt,56,3,21,2022-05-31,0.19,1,335,0,00000052101
495212,Rental unit in Athens · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,2446066,Yiagos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96716,23.72676,Entire home/apt,110,3,18,2023-09-09,0.21,1,312,3,00000072610
896212,Rental unit in Athens · ★4.94 · 1 bedroom · 1 bed · 1 bath,4777984,Romanos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98844,23.73845,Entire home/apt,74,2,455,2023-09-12,3.54,20,210,57,00000206136
905315,Rental unit in Athens · ★4.93 · 1 bedroom · 2 beds · 1 bath,4777984,Romanos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98841,23.73713,Entire home/apt,67,2,444,2023-09-11,3.49,20,223,42,00000206001
496416,Rental unit in Athens · ★4.63 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,83,2,8,2021-10-16,0.07,50,294,0,00001815255
496503,Rental unit in Athens · ★4.89 · 2 bedrooms · 2 beds · 2.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,182,2,9,2022-07-11,0.08,50,285,0,00001814520
496561,Rental unit in Athens · ★4.95 · 1 bedroom · 1 bed · 1 bath,2371962,Rania,,ΑΚΡΟΠΟΛΗ,37.97277,23.72745,Entire home/apt,120,2,20,2023-05-30,0.24,2,324,1,00000223898
498604,Rental unit in Athens · ★4.57 · 2 bedrooms · 2 beds · 1 bath,2461282,Marilia,,ΑΚΡΟΠΟΛΗ,37.96341,23.71816,Entire home/apt,50,3,118,2023-08-15,0.88,1,241,9,00001098714
912287,Rental unit in Athens · ★4.27 · 1 bedroom · 1 bed · 1 bath,4895067,Marinos,,ΑΝΩ ΚΥΨΕΛΗ,38.00319,23.74494,Entire home/apt,30,30,120,2023-04-23,0.94,1,259,2,00000492486
912425,Rental unit in Athina · ★4.90 · 3 bedrooms · 5 beds · 1.5 baths,4895605,Isabelle,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99374,23.73083,Entire home/apt,70,4,68,2023-08-01,0.89,1,318,9,00000348986
502779,Rental unit in Athens · ★4.81 · 5 bedrooms · 9 beds · 5.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,433,2,62,2023-08-06,0.47,50,289,17,00001815276
502842,Rental unit in Athens · ★5.0 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,83,2,7,2021-10-17,0.07,50,294,0,00001815276
918776,Condo in Athens · ★4.83 · 1 bedroom · 1 bed · 1 bath,4935030,Dimitris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97805,23.72581,Entire home/apt,55,3,500,2023-09-15,3.89,1,0,61,00000023535
502879,Rental unit in Athens · ★4.78 · 1 bedroom · 2 beds · 1 bath,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,72,2,32,2023-08-17,0.25,50,312,9,00001814520
506772,Condo in Μενεμένη · 1 bedroom · 3 beds · 1 shared bath,728135,Eugenia,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99347,23.76547,Private room,40,5,0,,,1,0,0,00001518774
940213,Rental unit in Athens · ★4.86 · 3 bedrooms · 3 beds · 3.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,278,2,28,2023-06-26,0.23,50,228,2,00001815255
536123,Rental unit in Athens · ★4.68 · 1 bedroom · 1 bed · 1 bath,1418201,D & Y Boutique Athens,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96648,23.7276,Entire home/apt,62,3,58,2023-09-04,0.44,50,0,12,00002138192
565235,Rental unit in Athens · ★4.96 · 2 bedrooms · 4 beds · 1.5 baths,2779638,John,,ΠΕΤΡΑΛΩΝΑ,37.969032287597656,23.7116756439209,Entire home/apt,68,3,46,2023-09-09,0.41,1,292,24,00000500411
947552,Condo in Athens · ★4.63 · 1 bedroom · 2 beds · 1 bath,5136160,Vasileios,,ΚΟΛΩΝΑΚΙ,37.97911,23.74553,Entire home/apt,70,5,52,2023-07-29,0.41,1,148,8,00000243065
567938,Rental unit in Athens · ★4.91 · 2 bedrooms · 3 beds · 2 baths,2794551,Spiros,,ΠΕΤΡΑΛΩΝΑ,37.97099,23.71323,Entire home/apt,48,180,154,2018-10-27,1.16,1,361,0,00000212252
571492,Condo in Athens · ★4.86 · 4 bedrooms · 11 beds · 4 baths,2810938,Carole,,ΓΟΥΒΑ,37.96132,23.73912,Entire home/apt,724,3,22,2023-04-06,0.17,4,338,2,00001188074
956127,Rental unit in Athens · ★4.87 · 3 bedrooms · 4 beds · 1.5 baths,5044938,Nicoletta Christina Alexandra,,ΚΟΛΩΝΑΚΙ,37.97686,23.74639,Entire home/apt,212,2,209,2023-09-07,1.66,3,2,13,00002285406
571876,Rental unit in Athens · ★4.79 · 1 bedroom · 2 beds · 1 bath,2814842,Anna,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97538,23.73264,Entire home/apt,63,3,405,2023-07-03,3.04,1,338,17,00000439557
572435,Condo in Athens · ★4.67 · 3 bedrooms · 6 beds · 2 baths,2810938,Carole,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96302,23.73973,Entire home/apt,552,3,10,2018-06-30,0.10,4,197,0,00001188095
956538,Condo in Athens · ★4.85 · 2 bedrooms · 2 beds · 1.5 baths,229526838,Alexander,,ΚΕΡΑΜΕΙΚΟΣ,37.98058,23.72337,Entire home/apt,114,1,39,2023-09-18,0.32,9,333,28,00001936549
590287,Rental unit in Athens · ★4.67 · 1 bedroom · 1 bed · 1 bath,2602995,V,,ΠΡΟΜΠΟΝΑ,38.02512,23.73536,Entire home/apt,45,2,255,2023-09-11,1.88,1,0,9,00000168992
974442,Rental unit in Athens · ★4.83 · 3 bedrooms · 3 beds · 1 bath,3349638,Stefanos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98857,23.7464,Entire home/apt,58,30,6,2023-02-18,0.07,2,347,1,00001331116
593916,Rental unit in Athens · ★4.92 · 1 bedroom · 1 bed · 1 bath,708364,Marina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97481,23.72818,Entire home/apt,160,3,200,2023-09-04,1.50,2,9,33,00000365334
596137,Condo in Athens · ★4.12 · 1 bedroom · 1 bed · 1 bath,2946672,Labis,,ΓΟΥΔΙ,37.98642,23.76555,Entire home/apt,33,2,73,2023-08-07,0.54,1,245,2,00001513982
1004858,Rental unit in Athens · ★4.83 · 2 bedrooms · 3 beds · 1 bath,5527135,George,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98599,23.71586,Entire home/apt,150,2,32,2020-10-17,0.26,1,0,0,
1021237,Condo in Athens · ★4.92 · 2 bedrooms · 2 beds · 1 bath,5620986,Sofia,,ΚΟΛΩΝΑΚΙ,37.97874,23.74259,Entire home/apt,99,3,52,2023-09-03,0.42,1,309,8,00000362005
631150,Condo in Athens · ★4.89 · 1 bedroom · 3 beds · 1 bath,3137668,Efi,,ΑΚΡΟΠΟΛΗ,37.96825,23.72839,Entire home/apt,94,2,212,2023-07-13,1.64,2,246,10,00000600052
1046994,Rental unit in Athens · ★4.83 · 4 bedrooms · 4 beds · 4.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,364,2,36,2023-09-15,0.33,50,293,5,00001815255
1090225,Rental unit in Athens · ★4.48 · 3 bedrooms · 6 beds · 1.5 baths,640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99463,23.72933,Entire home/apt,82,2,31,2023-08-07,0.25,6,93,4,00002185520
641721,Villa in Athens · 2 bedrooms · 5 beds · 2 baths,3206172,Takis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97807,23.73326,Entire home/apt,600,7,0,,,1,0,0,
644785,Rental unit in Athens · ★5.0 · 3 bedrooms · 3 beds · 1 bath,2425678,Richard,,ΓΚΑΖΙ,37.97626,23.7096,Entire home/apt,35,2,390,2023-09-14,4.15,1,239,57,00001106800
1094063,Rental unit in Athens · ★4.92 · 1 bedroom · 2 beds · 1 bath,6010917,Ilias & Danae,,ΑΚΡΟΠΟΛΗ,37.96703,23.72434,Entire home/apt,65,1,349,2022-09-05,2.78,1,0,0,00001352444
653639,Rental unit in Athens · ★4.82 · 2 bedrooms · 2 beds · 2.5 baths,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.98013,23.72354,Entire home/apt,190,2,28,2021-11-10,0.25,50,285,0,00001814535
688483,Rental unit in Athens · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,3514860,Kalliopi,,ΣΤΑΔΙΟ,37.96635,23.73546,Private room,28,2,114,2022-11-13,0.85,2,141,1,00000501700
1116076,Rental unit in Athens · ★4.66 · 2 bedrooms · 3 beds · 1.5 baths,6125356,Lenka & Greg,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97723,23.72841,Entire home/apt,70,3,82,2023-08-24,0.65,1,346,10,00000375739
691025,Rental unit in Athina · ★4.76 · 2 bedrooms · 3 beds · 1 bath,3514860,Kalliopi,,ΣΤΑΔΙΟ,37.96615,23.73463,Entire home/apt,70,2,57,2019-08-12,0.43,2,253,0,00000501700
1119721,Rental unit in Athens · ★5.0 · 1 bedroom · 1 bed · 1 bath,60779618,Harris,,ΛΥΚΑΒΗΤΤΟΣ,37.98074,23.74098,Entire home/apt,67,2,4,2023-09-08,0.04,5,355,2,00002089600
695173,Condo in Athens · ★4.88 · 2 bedrooms · 3 beds · 2 baths,3557919,Soula,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96341,23.72875,Entire home/apt,115,5,237,2023-09-03,2.07,1,314,8,00000007859
1122600,Loft in Athens · ★4.71 · 1 bedroom · 3 beds · 1 bath,6158911,Maria,,ΘΗΣΕΙΟ,37.97713,23.72158,Entire home/apt,55,2,202,2019-10-14,1.83,1,0,0,
699974,Rental unit in Athens · ★4.63 · 2 bedrooms · 1 bed · 1 bath,2942620,FANI And GEORGE,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987904,23.74078,Entire home/apt,53,3,84,2021-08-31,0.63,1,4,0,00000116106
1154316,Home in Athens · ★4.72 · 2 bedrooms · 1 bed · 1 bath,6325987,Persefoni,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96387,23.72075,Entire home/apt,60,2,108,2019-11-08,0.87,1,350,0,
702480,Rental unit in Athens · ★4.90 · 1 bedroom · 2 beds · 1 bath,2539665,Pygmalion,,ΚΟΛΩΝΟΣ,38.0011,23.71626,Entire home/apt,46,2,529,2023-09-15,3.98,6,246,35,00001383070
1177492,Earthen home in Athens · ★4.73 · 1 bedroom · 1 bed · 1 bath,6442400,Rio,,ΖΑΠΠΕΙΟ,37.967319,23.735407,Entire home/apt,38,1,865,2023-09-15,6.90,1,298,65,00001850882
709960,Condo in Athens · ★4.74 · 3 bedrooms · 2 beds · 1 bath,2534881,Haris,,ΘΗΣΕΙΟ,37.97385,23.71567,Entire home/apt,79,8,145,2023-08-31,1.15,2,81,9,00000485184
1208210,Rental unit in Athina · ★4.99 · 1 bedroom · 1 bed · 1 bath,594546,Magda,,ΑΚΡΟΠΟΛΗ,37.96845,23.72873,Entire home/apt,84,2,355,2023-09-09,2.85,1,88,40,00002074023
711554,Rental unit in Athens · ★4.88 · 2 bedrooms · 5 beds · 1 bath,3625710,Ilias,,ΑΚΡΟΠΟΛΗ,37.96286,23.71754,Entire home/apt,68,3,376,2023-09-15,2.84,2,151,40,00001366243
1214643,Condo in Athens · ★4.87 · 2 bedrooms · 2 beds · 1 bath,6630475,Ageliki,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99527,23.76651,Entire home/apt,65,1,174,2022-07-24,1.41,1,312,0,00000293367
718941,Condo in Athens · ★4.94 · 4 bedrooms · 8 beds · 4 baths,2810938,Carole,,ΠΑΓΚΡΑΤΙ,37.96679,23.75004,Entire home/apt,767,3,18,2023-07-14,0.14,4,352,8,00001188027
1215055,Rental unit in Athens · ★4.99 · 2 bedrooms · 4 beds · 2.5 baths,13115279,Greece You Around,,ΑΚΡΟΠΟΛΗ,37.97065,23.72931,Entire home/apt,300,2,265,2023-08-16,2.24,7,325,17,00001477714
3036157,Condo in Athens · ★4.98 · 3 bedrooms · 3 beds · 2 baths,15463333,Michael,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98625,23.72994,Entire home/apt,160,2,57,2023-09-20,3.94,2,134,50,00802351793
1216176,Rental unit in Athens · ★4.91 · 2 bedrooms · 3 beds · 2 baths,4549583,Panos,,ΑΚΡΟΠΟΛΗ,37.97039,23.7288,Entire home/apt,300,3,249,2023-09-16,2.00,1,355,25,00000105150
3107136,Serviced apartment in Athens · ★4.0 · 1 bedroom · 3 beds · 1 bath,2289590,Live In Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97811,23.72375,Entire home/apt,132,1,3,2023-08-24,0.12,9,339,1,0206Κ124Κ0294301
3117246,Condo in Athens · ★4.85 · 1 bedroom · 1 bed · 1 bath,13384428,Spiros,,ΑΚΡΟΠΟΛΗ,37.96281,23.71812,Entire home/apt,49,2,376,2023-09-19,3.31,4,110,60,00000081298
1222185,Rental unit in Athens · ★4.83 · 2 bedrooms · 3 beds · 1 bath,6667386,Yorgo,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9917,23.70878,Entire home/apt,144,3,58,2019-09-22,0.48,1,0,0,00000110670
3150921,Rental unit in Athina · ★4.58 · 1 bedroom · 2 beds · 1 bath,6036732,Leonidas,,ΘΗΣΕΙΟ,37.97683,23.72293,Entire home/apt,50,365,107,2021-09-05,0.95,2,365,0,00000837616
3160736,Rental unit in Αθήνα · 2 bedrooms · 4 beds · 1 bath,16036815,Αριστεα,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00328,23.72694,Entire home/apt,48,1,0,,,1,0,0,
